Pigtail slot,Pigtail pin,Signal ID,DCB slot,DCB pin,GBTx ID,Not connected to DCB
1,G39,P2_WEST_TFC_N,2,F1,None,False
1,H39,P2_WEST_TFC_P,2,F2,None,False
1,B40,P2_WEST_THERMISTOR_N,,,,True
1,B39,P2_WEST_THERMISTOR_P,2,H38,None,False
1,D20,P3_ASIC_0_CH0_N,4,B29,04 - 3,False
1,C20,P3_ASIC_0_CH0_P,4,B30,04 - 3,False
1,D19,P3_ASIC_0_CH1_N,4,A31,04 - 3,False
1,C19,P3_ASIC_0_CH1_P,4,A32,04 - 3,False
1,B19,P3_ASIC_0_CH2_N,4,A27,04 - 3,False
1,B20,P3_ASIC_0_CH2_P,4,A28,04 - 3,False
1,D22,P3_ASIC_1_CH0_N,4,C31,04 - 3,False
1,C22,P3_ASIC_1_CH0_P,4,C32,04 - 3,False
1,D21,P3_ASIC_1_CH1_N,4,C27,04 - 3,False
1,C21,P3_ASIC_1_CH1_P,4,C28,04 - 3,False
1,F18,P3_ASIC_1_CH2_N,4,B33,04 - 3,False
1,E18,P3_ASIC_1_CH2_P,4,B34,04 - 3,False
1,D12,P3_ASIC_2_CH0_N,4,E27,04 - 3,False
1,E12,P3_ASIC_2_CH0_P,4,E28,04 - 3,False
1,B13,P3_ASIC_2_CH1_N,4,D33,04 - 3,False
1,C13,P3_ASIC_2_CH1_P,4,D34,04 - 3,False
1,B12,P3_ASIC_2_CH2_N,4,D29,04 - 3,False
1,C12,P3_ASIC_2_CH2_P,4,D30,04 - 3,False
1,A15,P3_ASIC_3_CH0_N,4,F33,04 - 3,False
1,A14,P3_ASIC_3_CH0_P,4,F34,04 - 3,False
1,A13,P3_ASIC_3_CH1_N,4,F29,04 - 3,False
1,A12,P3_ASIC_3_CH1_P,4,F30,04 - 3,False
1,B14,P3_ASIC_3_CH2_N,4,E31,04 - 3,False
1,C14,P3_ASIC_3_CH2_P,4,E32,04 - 3,False
1,D13,P3_CLK_N,4,G43,None,False
1,E13,P3_CLK_P,4,G44,None,False
1,B17,P3_I2C_SCL_N,,,,True
1,A17,P3_I2C_SCL_P,4,H17,None,False
1,D17,P3_I2C_SDA_N,,,,True
1,C17,P3_I2C_SDA_P,4,H18,None,False
1,A19,P3_LV_RETURN,,,,True
1,A20,P3_LV_RETURN,,,,True
1,A21,P3_LV_RETURN,,,,True
1,A22,P3_LV_RETURN,,,,True
1,E19,P3_LV_RETURN,,,,True
1,E20,P3_LV_RETURN,,,,True
1,E21,P3_LV_RETURN,,,,True
1,E22,P3_LV_RETURN,,,,True
1,F19,P3_LV_RETURN,,,,True
1,F20,P3_LV_RETURN,,,,True
1,A16,P3_LV_SENSE_GND,,,,True
1,B18,P3_LV_SENSE_N,,,,True
1,A18,P3_LV_SENSE_P,,,,True
1,B15,P3_LV_SOURCE,,,,True
1,B16,P3_LV_SOURCE,,,,True
1,C15,P3_LV_SOURCE,,,,True
1,C16,P3_LV_SOURCE,,,,True
1,D15,P3_LV_SOURCE,,,,True
1,D16,P3_LV_SOURCE,,,,True
1,E15,P3_LV_SOURCE,,,,True
1,E16,P3_LV_SOURCE,,,,True
1,E17,P3_LV_SOURCE,,,,True
1,F15,P3_LV_SOURCE,,,,True
1,F16,P3_LV_SOURCE,,,,True
1,F17,P3_LV_SOURCE,,,,True
1,B22,P3_RESET_N,,,,True
1,B21,P3_RESET_P,4,H11,None,False
1,D18,P3_TFC_N,4,H1,None,False
1,C18,P3_TFC_P,4,H2,None,False
1,E14,P3_THERMISTOR_N,4,H40,None,False
1,D14,P3_THERMISTOR_P,4,H41,None,False
1,B34,P4_ASIC_0_CH0_N,4,B21,04 - 4,False
1,A34,P4_ASIC_0_CH0_P,4,B22,04 - 4,False
1,B33,P4_ASIC_0_CH1_N,4,A23,04 - 4,False
1,A33,P4_ASIC_0_CH1_P,4,A24,04 - 4,False
1,B32,P4_ASIC_0_CH2_N,4,A19,04 - 4,False
1,A32,P4_ASIC_0_CH2_P,4,A20,04 - 4,False
1,C32,P4_ASIC_1_CH0_N,4,C23,04 - 4,False
1,C33,P4_ASIC_1_CH0_P,4,C24,04 - 4,False
1,C31,P4_ASIC_1_CH1_N,4,C19,04 - 4,False
1,C30,P4_ASIC_1_CH1_P,4,C20,04 - 4,False
1,D33,P4_ASIC_1_CH2_N,4,B25,04 - 4,False
1,D32,P4_ASIC_1_CH2_P,4,B26,04 - 4,False
1,D25,P4_ASIC_2_CH0_N,4,E19,04 - 4,False
1,E25,P4_ASIC_2_CH0_P,4,E20,04 - 4,False
1,D24,P4_ASIC_2_CH1_N,4,D25,04 - 4,False
1,E24,P4_ASIC_2_CH1_P,4,D26,04 - 4,False
1,D23,P4_ASIC_2_CH2_N,4,D21,04 - 4,False
1,E23,P4_ASIC_2_CH2_P,4,D22,04 - 4,False
1,B26,P4_ASIC_3_CH0_N,4,F25,04 - 4,False
1,C26,P4_ASIC_3_CH0_P,4,F26,04 - 4,False
1,B25,P4_ASIC_3_CH1_N,4,F21,04 - 4,False
1,C25,P4_ASIC_3_CH1_P,4,F22,04 - 4,False
1,B23,P4_ASIC_3_CH2_N,4,E23,04 - 4,False
1,C23,P4_ASIC_3_CH2_P,4,E24,04 - 4,False
1,D26,P4_CLK_N,4,G39,None,False
1,E26,P4_CLK_P,4,G40,None,False
1,E28,P4_I2C_SCL_N,,,,True
1,D28,P4_I2C_SCL_P,4,H13,None,False
1,B28,P4_I2C_SDA_N,,,,True
1,C28,P4_I2C_SDA_P,4,H14,None,False
1,A30,P4_LV_RETURN,,,,True
1,B30,P4_LV_RETURN,,,,True
1,E30,P4_LV_RETURN,,,,True
1,E31,P4_LV_RETURN,,,,True
1,E32,P4_LV_RETURN,,,,True
1,E33,P4_LV_RETURN,,,,True
1,A27,P4_LV_SENSE_GND,,,,True
1,A29,P4_LV_SENSE_N,,,,True
1,A28,P4_LV_SENSE_P,,,,True
1,A23,P4_LV_SOURCE,,,,True
1,A24,P4_LV_SOURCE,,,,True
1,A25,P4_LV_SOURCE,,,,True
1,A26,P4_LV_SOURCE,,,,True
1,B27,P4_LV_SOURCE,,,,True
1,C27,P4_LV_SOURCE,,,,True
1,D27,P4_LV_SOURCE,,,,True
1,E27,P4_LV_SOURCE,,,,True
1,B31,P4_RESET_N,,,,True
1,A31,P4_RESET_P,4,H27,None,False
1,D31,P4_TFC_N,4,F1,None,False
1,D30,P4_TFC_P,4,F2,None,False
1,B24,P4_THERMISTOR_N,4,H40,None,False
1,C24,P4_THERMISTOR_P,4,H38,None,False
1,B29,UNUSED,,,,True
1,C29,UNUSED,,,,True
1,D29,UNUSED,,,,True
1,E29,UNUSED,,,,True
1,E34,UNUSED,,,,True
1,I10,UNUSED,,,,True
